method,Internal_ID,Annotation_ID,Metabolite,MZ,Adduct,hmdbId,hmdbIdSpecificity,chebiId,pubChemId,smiles,inChI,inChIKey,chemicalFormula,adduct of formula,LinkedCompounds
HP,Annotation__20220908__Alanine__Tn46vG57,Alanine,Alanine,90.05495542,[M+H]+,HMDB0000161,1,CHEBI:16977,5950,C[C@@H](C(=O)O)N,"InChI=1S/C3H7NO2/c1-2(4)3(5)6/h2H,4H2,1H3,(H,5,6)/t2-/m0/s1",QNAYBMKLOCPYGJ-REOHCLBHSA-N,C3H7NO2,[M],mxp0118
HP,Annotation__20220908__Alloisoleucine__dYV5Xdfe,Alloisoleucine,Alloisoleucine,132.1019054,[M+H]+,HMDB0000557,1,CHEBI:43433,99288,CC[C@@H](C)[C@@H](C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5+/m1/s1",AGPKZVBTJJNPAG-UHNVWZDZSA-N,C6H13NO2,[M],mxp0788
HP,Annotation__20220908__alpha-N-Phenylacetylglutamine__iybq8rcS,alpha-N-Phenylacetylglutamine,alpha-N-Phenylacetylglutamine,265.1182844,[M+H]+,HMDB0006344,1,CHEBI:17884,92258,C1=CC=C(C=C1)CC(=O)N[C@@H](CCC(=O)N)C(=O)O,"InChI=1S/C13H16N2O4/c14-11(16)7-6-10(13(18)19)15-12(17)8-9-4-2-1-3-5-9/h1-5,10H,6-8H2,(H2,14,16)(H,15,17)(H,18,19)/t10-/m0/s1",JFLIEFSWGNOPJJ-JTQLQIEISA-N,C13H16N2O4,[M],mxp1208
HP,Annotation__20220908__Arginine__mzL34EQs,Arginine,Arginine,175.1189524,[M+H]+,HMDB0000517,1,CHEBI:16467,6322,C(C[C@@H](C(=O)O)N)CN=C(N)N,"InChI=1S/C6H14N4O2/c7-4(5(11)12)2-1-3-10-6(8)9/h4H,1-3,7H2,(H,11,12)(H4,8,9,10)/t4-/m0/s1",ODKSFYDXXFIFQN-BYPYZUCNSA-N,C6H14N4O2,[M],mxp0128
HP,Annotation__20220908__Asparagine__HAyqqKk8,Asparagine,Asparagine,133.0607694,[M+H]+,HMDB0000168,1,CHEBI:17196,6267,C([C@@H](C(=O)O)N)C(=O)N,"InChI=1S/C4H8N2O3/c5-2(4(8)9)1-3(6)7/h2H,1,5H2,(H2,6,7)(H,8,9)/t2-/m0/s1",DCXYFEDJOCDNAF-REOHCLBHSA-N,C4H8N2O3,[M],mxp0124
HP,Annotation__20220908__Betaine__ovG4j6E6,Betaine,Betaine,118.0862554,[M+H]+,HMDB0000043,1,CHEBI:17750,247,C[N+](C)(C)CC(=O)[O-],"InChI=1S/C5H11NO2/c1-6(2,3)4-5(7)8/h4H2,1-3H3",KWIUHFFTVRNATP-UHFFFAOYSA-N,C5H11NO2,[M],mxp0165
HP,Annotation__20220908__Cinnamoylglycine__6pGLRbKP,Cinnamoylglycine,Cinnamoylglycine,206.0811704,[M+H]+,HMDB0011621,1,CHEBI:68616,709625,C1=CC=C(C=C1)/C=C/C(=O)NCC(=O)O,"InChI=1S/C11H11NO3/c13-10(12-8-11(14)15)7-6-9-4-2-1-3-5-9/h1-7H,8H2,(H,12,13)(H,14,15)/b7-6+",YAADMLWHGMUGQL-VOTSOKGWSA-N,C11H11NO3,[M],mxp1262
HP,Annotation__20220908__Citrulline__ebomDDjJ,Citrulline,Citrulline,176.1029684,[M+H]+,HMDB0000904,1,CHEBI:16349,9750,C(C[C@@H](C(=O)O)N)CNC(=O)N,"InChI=1S/C6H13N3O3/c7-4(5(10)11)2-1-3-9-6(8)12/h4H,1-3,7H2,(H,10,11)(H3,8,9,12)/t4-/m0/s1",RHGKLRLOHDJJDR-BYPYZUCNSA-N,C6H13N3O3,[M],mxp0139
HP,Annotation__20220908__Creatine__RB84KiJ9,Creatine,Creatine,132.0767534,[M+H]+,HMDB0000064,1,CHEBI:16919,586,CN(CC(=O)O)C(=N)N,"InChI=1S/C4H9N3O2/c1-7(4(5)6)2-3(8)9/h2H2,1H3,(H3,5,6)(H,8,9)",CVSVTCORWBXHQV-UHFFFAOYSA-N,C4H9N3O2,[M],mxp0172
HP,Annotation__20220908__Cystine__GnXX6w9X,Cystine,Cystine,241.0311284,[M+H]+,HMDB0000192,1,CHEBI:16283,67678,C([C@@H](C(=O)O)N)SSC[C@@H](C(=O)O)N,"InChI=1S/C6H12N2O4S2/c7-3(5(9)10)1-13-14-2-4(8)6(11)12/h3-4H,1-2,7-8H2,(H,9,10)(H,11,12)/t3-,4-/m0/s1",LEVWYRKDKASIDU-IMJSIDKUSA-N,C6H12N2O4S2,[M],mxp0734
HP,Annotation__20220908__Dimethylarginine__EJ67QDa5,Dimethylarginine,Dimethylarginine,203.1502524,[M+H]+,HMDB0001539,1,CHEBI:17929,123831,CN(C)C(=NCCC[C@@H](C(=O)O)N)N,"InChI=1S/C8H18N4O2/c1-12(2)8(10)11-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H2,10,11)(H,13,14)/t6-/m0/s1",YDGMGEXADBMOMJ-LURJTMIESA-N,C8H18N4O2,[M],mxp0149
HP,Annotation__20220908__Dimethylglycine__GbaSsY4C,Dimethylglycine,Dimethylglycine,104.0706054,[M+H]+,HMDB0000092,1,CHEBI:17724,673,CN(C)CC(=O)O,"InChI=1S/C4H9NO2/c1-5(2)3-4(6)7/h3H2,1-2H3,(H,6,7)",FFDGPVCHZBVARC-UHFFFAOYSA-N,C4H9NO2,[M],mxp0146
HP,Annotation__20220908__Gabapentin__XEXdeAfG,Gabapentin,Gabapentin,172.1332054,[M+H]+,HMDB0005015,1,CHEBI:42797,3446,C1CCC(CC1)(CC(=O)O)CN,"InChI=1S/C9H17NO2/c10-7-9(6-8(11)12)4-2-1-3-5-9/h1-7,10H2,(H,11,12)",UGJMXCAKCUNAIE-UHFFFAOYSA-N,C9H17NO2,[M],mxp1246
HP,Annotation__20220908__Glutamicacid__ACGHSGmv,Glutamic acid,Glutamic acid,148.0604354,[M+H]+,HMDB0000148,1,CHEBI:16015,33032,C(CC(=O)O)[C@@H](C(=O)O)N,"InChI=1S/C5H9NO4/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H,7,8)(H,9,10)/t3-/m0/s1",WHUUTDBJXJRKMK-VKHMYHEASA-N,C5H9NO4,[M],mxp0123
HP,Annotation__20220908__Glutamine__4tL3t7eT,Glutamine,Glutamine,147.0764194,[M+H]+,HMDB0000641,1,CHEBI:18050,5961,C(CC(=O)N)[C@@H](C(=O)O)N,"InChI=1S/C5H10N2O3/c6-3(5(9)10)1-2-4(7)8/h3H,1-2,6H2,(H2,7,8)(H,9,10)/t3-/m0/s1",ZDXPYRJPNDTMRX-VKHMYHEASA-N,C5H10N2O3,[M],mxp0125
HP,Annotation__20220908__Glycine__d5KQU94o,Glycine,Glycine,76.03930542,[M+H]+,HMDB0000123,1,CHEBI:15428,750,C(C(=O)O)N,"InChI=1S/C2H5NO2/c3-1-2(4)5/h1,3H2,(H,4,5)",DHMQDGOQFOQNFH-UHFFFAOYSA-N,C2H5NO2,[M],mxp0117
HP,Annotation__20220908__Guanidoaceticacid__Y8ahSZZR,Guanidoacetic acid,Guanidoacetic acid,118.0611034,[M+H]+,HMDB0000128,1,CHEBI:16344,763,C(C(=O)O)N=C(N)N,"InChI=1S/C3H7N3O2/c4-3(5)6-1-2(7)8/h1H2,(H,7,8)(H4,4,5,6)",BPMFZUMJYQTVII-UHFFFAOYSA-N,C3H7N3O2,[M],mxp0247
HP,Annotation__20220908__Histidine__WrLjHs6D,Histidine,Histidine,156.0767534,[M+H]+,HMDB0000177,1,CHEBI:15971,6274,C1=C(NC=N1)C[C@@H](C(=O)O)N,"InChI=1S/C6H9N3O2/c7-5(6(10)11)1-4-2-8-3-9-4/h2-3,5H,1,7H2,(H,8,9)(H,10,11)/t5-/m0/s1",HNDVDQJCIGZPNO-YFKPBYRVSA-N,C6H9N3O2,[M],mxp0126
HP,Annotation__20220908__Homoarginine__Wz9Jag5C,Homoarginine,Homoarginine,189.1346024,[M+H]+,HMDB0000670,1,CHEBI:27747,9085,C(CCN=C(N)N)C[C@@H](C(=O)O)N,"InChI=1S/C7H16N4O2/c8-5(6(12)13)3-1-2-4-11-7(9)10/h5H,1-4,8H2,(H,12,13)(H4,9,10,11)/t5-/m0/s1",QUOGESRFPZDMMT-YFKPBYRVSA-N,C7H16N4O2,[M],mxp1207
HP,Annotation__20220908__Homocitrulline__tw4djNSv,Homocitrulline,Homocitrulline,190.1186184,[M+H]+,HMDB0000679,1,CHEBI:17443,65072,C(CCNC(=O)N)C[C@@H](C(=O)O)N,"InChI=1S/C7H15N3O3/c8-5(6(11)12)3-1-2-4-10-7(9)13/h5H,1-4,8H2,(H,11,12)(H3,9,10,13)/t5-/m0/s1",XIGSAGMEBXLVJJ-YFKPBYRVSA-N,C7H15N3O3,[M],mxp0812
HP,Annotation__20220908__Hydroxyproline__MHAD2gjy,Hydroxyproline,Hydroxyproline,132.0655204,[M+H]+,HMDB0000725,1,CHEBI:18095,5810,C1[C@H](CN[C@@H]1C(=O)O)O,"InChI=1S/C5H9NO3/c7-3-1-4(5(8)9)6-2-3/h3-4,6-7H,1-2H2,(H,8,9)/t3-,4+/m1/s1",PMMYEEVYMWASQN-DMTCNVIQSA-N,C5H9NO3,[M],mxp0137
HP,Annotation__20220908__Isoleucine__3eRXWCCU,Isoleucine,Isoleucine,132.1019054,[M+H]+,HMDB0000172,1,CHEBI:17191,6306,CC[C@H](C)[C@@H](C(=O)O)N,"InChI=1S/C6H13NO2/c1-3-4(2)5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t4-,5-/m0/s1",AGPKZVBTJJNPAG-WHFBIAKZSA-N,C6H13NO2,[M],mxp0132
HP,Annotation__20220908__Leucine__RApGeWLZ,Leucine,Leucine,132.1019054,[M+H]+,HMDB0000687,1,CHEBI:15603,6106,CC(C)C[C@@H](C(=O)O)N,"InChI=1S/C6H13NO2/c1-4(2)3-5(7)6(8)9/h4-5H,3,7H2,1-2H3,(H,8,9)/t5-/m0/s1",ROHFNLRQFUQHCH-YFKPBYRVSA-N,C6H13NO2,[M],mxp0131
HP,Annotation__20220908__Lysine__iCnYHiDB,Lysine,Lysine,147.1128044,[M+H]+,HMDB0000182,1,CHEBI:18019,5962,C(CCN)C[C@@H](C(=O)O)N,"InChI=1S/C6H14N2O2/c7-4-2-1-3-5(8)6(9)10/h5H,1-4,7-8H2,(H,9,10)/t5-/m0/s1",KDXKERNSBIXSRK-YFKPBYRVSA-N,C6H14N2O2,[M],mxp0129
HP,Annotation__20220908__Methionine__AtNptom4,Methionine,Methionine,150.0583274,[M+H]+,HMDB0000696,1,CHEBI:16643,6137,CSCC[C@@H](C(=O)O)N,"InChI=1S/C5H11NO2S/c1-9-3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-/m0/s1",FFEARJCKVFRZRR-BYPYZUCNSA-N,C5H11NO2S,[M],mxp0121
HP,Annotation__20220908__Methioninesulfoxide__q4QLQABT,Methionine sulfoxide,Methionine sulfoxide,166.0532424,[M+H]+,HMDB0002005,1,CHEBI:17016,10062737,C[S@@](=O)CC[C@@H](C(=O)O)N,"InChI=1S/C5H11NO3S/c1-10(9)3-2-4(6)5(7)8/h4H,2-3,6H2,1H3,(H,7,8)/t4-,10+/m0/s1",QEFRNWWLZKMPFJ-ZXPFJRLXSA-N,C5H11NO3S,[M],mxp0193
HP,"Annotation__20220908__N(6),N(6)-Dimethyl-lysine__eerNKjMm","N(6),N(6)-Dimethyl-lysine","N(6),N(6)-Dimethyl-lysine",175.1441044,[M+H]+,HMDB0013287,1,,193344,CN(C)CCCC[C@@H](C(=O)O)N,"InChI=1S/C8H18N2O2/c1-10(2)6-4-3-5-7(9)8(11)12/h7H,3-6,9H2,1-2H3,(H,11,12)/t7-/m0/s1",XXEWFEBMSGLYBY-ZETCQYMHSA-N,C8H18N2O2,[M],mxp1063
HP,Annotation__20220908__N(6)-Methyllysine__cduQkQdv,N(6)-Methyllysine,N(6)-Methyllysine,161.1284544,[M+H]+,HMDB0002038,1,CHEBI:64349,164795,CNCCCC[C@@H](C(=O)O)N,"InChI=1S/C7H16N2O2/c1-9-5-3-2-4-6(8)7(10)11/h6,9H,2-5,8H2,1H3,(H,10,11)/t6-/m0/s1",PQNASZJZHFPQLE-LURJTMIESA-N,C7H16N2O2,[M],mxp1622
HP,Annotation__20220908__N6-Acetyllysine__W59BQkuo,N6-Acetyllysine,N6-Acetyllysine,189.1233694,[M+H]+,HMDB0000206,1,CHEBI:17752,92832,CC(=O)NCCCC[C@@H](C(=O)O)N,"InChI=1S/C8H16N2O3/c1-6(11)10-5-3-2-4-7(9)8(12)13/h7H,2-5,9H2,1H3,(H,10,11)(H,12,13)/t7-/m0/s1",DTERQYGMUDWYAZ-ZETCQYMHSA-N,C8H16N2O3,[M],mxp0737
HP,Annotation__20220908__N-6-Trimethyllysine__gA3cLm2W,N-6-Trimethyllysine,N-6-Trimethyllysine,189.1597544,[M+H]+,HMDB0001325,1,CHEBI:17311,440121,C[N+](C)(C)CCCC[C@@H](C(=O)O)N,"InChI=1S/C9H20N2O2/c1-11(2,3)7-5-4-6-8(10)9(12)13/h8H,4-7,10H2,1-3H3/p+1/t8-/m0/s1",MXNRLFUSFKVQSK-QMMMGPOBSA-O,C9H21N2O2+,[M+H]+,mxp1203
HP,Annotation__20220908__N-Acetylalanine__Ni3gcTAx,N-Acetylalanine,N-Acetylalanine,132.0655204,[M+H]+,HMDB0000766,1,CHEBI:40992,88064,C[C@@H](C(=O)O)NC(=O)C,"InChI=1S/C5H9NO3/c1-3(5(8)9)6-4(2)7/h3H,1-2H3,(H,6,7)(H,8,9)/t3-/m0/s1",KTHDTJVBEPMMGL-VKHMYHEASA-N,C5H9NO3,[M],mxp0832
HP,Annotation__20220908__N-Acetylarginine__mR2PyqaB,N-Acetylarginine,N-Acetylarginine,217.1295174,[M+H]+,HMDB0004620,1,CHEBI:40521,67427,CC(=O)N[C@@H](CCCN=C(N)N)C(=O)O,"InChI=1S/C8H16N4O3/c1-5(13)12-6(7(14)15)3-2-4-11-8(9)10/h6H,2-4H2,1H3,(H,12,13)(H,14,15)(H4,9,10,11)/t6-/m0/s1",SNEIUMQYRCDYCH-LURJTMIESA-N,C8H16N4O3,[M],mxp1014
HP,Annotation__20220908__N-Acetylasparticacid__UQNfgnyu,N-Acetylaspartic acid,N-Acetylaspartic acid,176.0553504,[M+H]+,HMDB0000812,1,CHEBI:21547,65065,CC(=O)N[C@@H](CC(=O)O)C(=O)O,"InChI=1S/C6H9NO5/c1-3(8)7-4(6(11)12)2-5(9)10/h4H,2H2,1H3,(H,7,8)(H,9,10)(H,11,12)/t4-/m0/s1",OTCCIMWXFLJLIA-BYPYZUCNSA-N,C6H9NO5,[M],mxp0841
HP,Annotation__20220908__N-Acetyl-D-tryptophan__U9pRLzy5,N-Acetyl-D-tryptophan,N-Acetyl-D-tryptophan,247.1077194,[M+H]+,HMDB0013713,1,CHEBI:74640,439917,CC(=O)N[C@H](CC1=CNC2=CC=CC=C21)C(=O)O,"InChI=1S/C13H14N2O3/c1-8(16)15-12(13(17)18)6-9-7-14-11-5-3-2-4-10(9)11/h2-5,7,12,14H,6H2,1H3,(H,15,16)(H,17,18)/t12-/m1/s1",DZTHIGRZJZPRDV-GFCCVEGCSA-N,C13H14N2O3,[M],mxp1068
HP,Annotation__20220908__N-Acetylglutamicacid__jCvNWJic,N-Acetylglutamic acid,N-Acetylglutamic acid,190.0710004,[M+H]+,HMDB0001138,1,CHEBI:17533,70914,CC(=O)N[C@@H](CCC(=O)O)C(=O)O,"InChI=1S/C7H11NO5/c1-4(9)8-5(7(12)13)2-3-6(10)11/h5H,2-3H2,1H3,(H,8,9)(H,10,11)(H,12,13)/t5-/m0/s1",RFMMMVDNIPUKGG-YFKPBYRVSA-N,C7H11NO5,[M],mxp0884
HP,Annotation__20220908__N-Acetylisoputreanine__4F7cvacZ,N-Acetylisoputreanine,N-Acetylisoputreanine,203.1390194,[M+H]+,HMDB0094713,1,,131802901,CC(=O)NCCCNCCCC(=O)O,"InChI=1S/C9H18N2O3/c1-8(12)11-7-3-6-10-5-2-4-9(13)14/h10H,2-7H2,1H3,(H,11,12)(H,13,14)",YGIAGXACEXFIDU-UHFFFAOYSA-N,C9H18N2O3,[M],mxp2465
HP,Annotation__20220908__N-Acetylornithine__CzdKPtxu,N-Acetylornithine,N-Acetylornithine,175.1077194,[M+H]+,HMDB0003357,1,CHEBI:16543,439232,CC(=O)N[C@@H](CCCN)C(=O)O,"InChI=1S/C7H14N2O3/c1-5(10)9-6(7(11)12)3-2-4-8/h6H,2-4,8H2,1H3,(H,9,10)(H,11,12)/t6-/m0/s1",JRLGPAXAGHMNOL-LURJTMIESA-N,C7H14N2O3,[M],mxp0999
HP,Annotation__20220908__N-Acetylvaline__BHBxmdd8,N-Acetylvaline,N-Acetylvaline,160.0968204,[M+H]+,HMDB0011757,1,,227752,CC(C)C(C(=O)O)NC(=O)C,"InChI=1S/C7H13NO3/c1-4(2)6(7(10)11)8-5(3)9/h4,6H,1-3H3,(H,8,9)(H,10,11)",IHYJTAOFMMMOPX-UHFFFAOYSA-N,C7H13NO3,[M],mxp1825
HP,Annotation__20220908__N-linoleoylglycine__P2hD2jav,N-linoleoylglycine,NA-Gly 18:2,338.2689704,[M+H]+,,,,6433346,CCCCC/C=C\C/C=C\CCCCCCCC(=O)NCC(=O)O,"InChI=1S/C20H35NO3/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-19(22)21-18-20(23)24/h6-7,9-10H,2-5,8,11-18H2,1H3,(H,21,22)(H,23,24)/b7-6-,10-9-",YCRHZEHWEYAHCO-HZJYTTRNSA-N,C20H35NO3,[M],mxp1781
HP,Annotation__20220908__N-Methyl-proline__NnR5rRbA,N-Methyl-proline,N-Methyl-proline,130.0862554,[M+H]+,HMDB0094696,1,CHEBI:90344,643474,CN1CCC[C@H]1C(=O)O,"InChI=1S/C6H11NO2/c1-7-4-2-3-5(7)6(8)9/h5H,2-4H2,1H3,(H,8,9)/t5-/m0/s1",CWLQUGTUXBXTLF-YFKPBYRVSA-N,C6H11NO2,[M],mxp1210
HP,Annotation__20220908__Ornithine__BuNdG7Fu,Ornithine,Ornithine,133.0971544,[M+H]+,HMDB0000214,1,CHEBI:15729,6262,C(C[C@@H](C(=O)O)N)CN,"InChI=1S/C5H12N2O2/c6-3-1-2-4(7)5(8)9/h4H,1-3,6-7H2,(H,8,9)/t4-/m0/s1",AHLPHDHHMVZTML-BYPYZUCNSA-N,C5H12N2O2,[M],mxp0138
HP,Annotation__20220908__Pantothenicacid__DznECmhQ,Pantothenic acid,Pantothenic acid,220.1179504,[M+H]+,HMDB0000210,1,CHEBI:46905,6613,CC(C)(CO)[C@H](C(=O)NCCC(=O)O)O,"InChI=1S/C9H17NO5/c1-9(2,5-11)7(14)8(15)10-4-3-6(12)13/h7,11,14H,3-5H2,1-2H3,(H,10,15)(H,12,13)/t7-/m0/s1",GHOKWGTUZJEAQD-ZETCQYMHSA-N,C9H17NO5,[M],mxp0063
HP,Annotation__20220908__Phenylalanine__3fLvDwz6,Phenylalanine,Phenylalanine,166.0862554,[M+H]+,HMDB0000159,1,CHEBI:17295,6140,C1=CC=C(C=C1)C[C@@H](C(=O)O)N,"InChI=1S/C9H11NO2/c10-8(9(11)12)6-7-4-2-1-3-5-7/h1-5,8H,6,10H2,(H,11,12)/t8-/m0/s1",COLNVLDHVKWLRT-QMMMGPOBSA-N,C9H11NO2,[M],mxp0133
HP,Annotation__20220908__Pipecolicacid__bKfhgRht,Pipecolic acid,Pipecolic acid,130.0862554,[M+H]+,HMDB0000716,1,CHEBI:30913,439227,C1CCN[C@@H](C1)C(=O)O,"InChI=1S/C6H11NO2/c8-6(9)5-3-1-2-4-7-5/h5,7H,1-4H2,(H,8,9)/t5-/m0/s1",HXEACLLIILLPRG-YFKPBYRVSA-N,C6H11NO2,[M],mxp0187
HP,Annotation__20220908__Proline__CDGn3XBt,Proline,Proline,116.0706054,[M+H]+,HMDB0000162,1,CHEBI:17203,145742,C1C[C@H](NC1)C(=O)O,"InChI=1S/C5H9NO2/c7-5(8)4-2-1-3-6-4/h4,6H,1-3H2,(H,7,8)/t4-/m0/s1",ONIBWKKTOPOVIA-BYPYZUCNSA-N,C5H9NO2,[M],mxp0136
HP,Annotation__20220908__Prolinebetaine__oFxjjtZG,Proline betaine,Proline betaine,144.1019054,[M+H]+,HMDB0004827,1,CHEBI:35280,115244,C[N+]1(CCC[C@H]1C(=O)[O-])C,"InChI=1S/C7H13NO2/c1-8(2)5-3-4-6(8)7(9)10/h6H,3-5H2,1-2H3/t6-/m0/s1",CMUNUTVVOOHQPW-LURJTMIESA-N,C7H13NO2,[M],mxp1020
HP,Annotation__20220908__Serine__NDMK5wRH,Serine,Serine,106.0498704,[M+H]+,HMDB0000187,1,CHEBI:17115,5951,C([C@@H](C(=O)O)N)O,"InChI=1S/C3H7NO3/c4-2(1-5)3(6)7/h2,5H,1,4H2,(H,6,7)/t2-/m0/s1",MTCFGRXMJLQNBG-REOHCLBHSA-N,C3H7NO3,[M],mxp0119
HP,Annotation__20220908__Symmetricdimethyl-arginine__Crbu6ZCA,Symmetric dimethyl-arginine,Symmetric dimethylarginine,203.1502524,[M+H]+,HMDB0003334,1,CHEBI:25682,169148,CNC(=NC)NCCC[C@@H](C(=O)O)N,"InChI=1S/C8H18N4O2/c1-10-8(11-2)12-5-3-4-6(9)7(13)14/h6H,3-5,9H2,1-2H3,(H,13,14)(H2,10,11,12)/t6-/m0/s1",HVPFXCBJHIIJGS-LURJTMIESA-N,C8H18N4O2,[M],mxp0150
HP,Annotation__20220908__Targinine__3KK49ztP,Targinine,Targinine,189.1346024,[M+H]+,HMDB0029416,1,CHEBI:28229,132862,CN=C(N)NCCC[C@@H](C(=O)O)N,"InChI=1S/C7H16N4O2/c1-10-7(9)11-4-2-3-5(8)6(12)13/h5H,2-4,8H2,1H3,(H,12,13)(H3,9,10,11)/t5-/m0/s1",NTNWOCRCBQPEKQ-YFKPBYRVSA-N,C7H16N4O2,[M],mxp0151
HP,Annotation__20220908__Threonine__7pGQUHJa,Threonine,Threonine,120.0655204,[M+H]+,HMDB0000167,1,CHEBI:16857,6288,C[C@H]([C@@H](C(=O)O)N)O,"InChI=1S/C4H9NO3/c1-2(6)3(5)4(7)8/h2-3,6H,5H2,1H3,(H,7,8)/t2-,3+/m1/s1",AYFVYJQAPQTCCC-GBXIJSLDSA-N,C4H9NO3,[M],mxp0120
HP,Annotation__20220908__Tryptophan__beyziHDh,Tryptophan,Tryptophan,205.0971544,[M+H]+,HMDB0000929,1,CHEBI:16828,6305,C1=CC=C2C(=C1)C(=CN2)C[C@@H](C(=O)O)N,"InChI=1S/C11H12N2O2/c12-9(11(14)15)5-7-6-13-10-4-2-1-3-8(7)10/h1-4,6,9,13H,5,12H2,(H,14,15)/t9-/m0/s1",QIVBCDIJIAJPQS-VIFPVBQESA-N,C11H12N2O2,[M],mxp0135
HP,Annotation__20220908__Tyrosine__86iQCbWN,Tyrosine,Tyrosine,182.0811704,[M+H]+,HMDB0000158,1,CHEBI:17895,6057,C1=CC(=CC=C1C[C@@H](C(=O)O)N)O,"InChI=1S/C9H11NO3/c10-8(9(12)13)5-6-1-3-7(11)4-2-6/h1-4,8,11H,5,10H2,(H,12,13)/t8-/m0/s1",OUYCCCASQSFEME-QMMMGPOBSA-N,C9H11NO3,[M],mxp0134
HP,Annotation__20220908__Valine__B3DWTvpP,Valine,Valine,118.0862554,[M+H]+,HMDB0000883,1,CHEBI:16414,6287,CC(C)[C@@H](C(=O)O)N,"InChI=1S/C5H11NO2/c1-3(2)4(6)5(7)8/h3-4H,6H2,1-2H3,(H,7,8)/t4-/m0/s1",KZSNJWFQEVHDMF-BYPYZUCNSA-N,C5H11NO2,[M],mxp0130
HP,Annotation__20220908__Valsartan__UqT2jkyo,Valsartan,Valsartan,436.2343164,[M+H]+,HMDB0014323,1,CHEBI:9927,60846,CCCCC(=O)N(CC1=CC=C(C=C1)C2=CC=CC=C2C3=NNN=N3)[C@@H](C(C)C)C(=O)O,"InChI=1S/C24H29N5O3/c1-4-5-10-21(30)29(22(16(2)3)24(31)32)15-17-11-13-18(14-12-17)19-8-6-7-9-20(19)23-25-27-28-26-23/h6-9,11-14,16,22H,4-5,10,15H2,1-3H3,(H,31,32)(H,25,26,27,28)/t22-/m0/s1",ACWBQPMHZXGDFX-QFIPXVFZSA-N,C24H29N5O3,[M],mxp1205
HP,Annotation__20220908__Ala-His__eXRHhvwo,Ala-His,Ala-His,227.1138674,[M+H]+,HMDB0028689,1,,9837455,C[C@@H](C(=O)N[C@@H](CC1=CN=CN1)C(=O)O)N,"InChI=1S/C9H14N4O3/c1-5(10)8(14)13-7(9(15)16)2-6-3-11-4-12-6/h3-5,7H,2,10H2,1H3,(H,11,12)(H,13,14)(H,15,16)/t5-,7-/m0/s1",XZWXFWBHYRFLEF-FSPLSTOPSA-N,C9H14N4O3,[M],mxp1857
HP,Annotation__20220908__Glu-Gln__SNjzgjtk,Glu-Gln,Glu-Gln,276.1190134,[M+H]+,HMDB0028817,1,,10171586,C(CC(=O)O)[C@@H](C(=O)N[C@@H](CCC(=O)N)C(=O)O)N,"InChI=1S/C10H17N3O6/c11-5(1-4-8(15)16)9(17)13-6(10(18)19)2-3-7(12)14/h5-6H,1-4,11H2,(H2,12,14)(H,13,17)(H,15,16)(H,18,19)/t5-,6-/m0/s1",MGHKSHCBDXNTHX-WDSKDSINSA-N,C10H17N3O6,[M],mxp1897
HP,Annotation__20220908__Gly-Pro__ZLDdVut8,Gly-Pro,Gly-Pro,173.0920694,[M+H]+,HMDB0000721,1,,3013625,C1C[C@H](N(C1)C(=O)CN)C(=O)O,"InChI=1S/C7H12N2O3/c8-4-6(10)9-3-1-2-5(9)7(11)12/h5H,1-4,8H2,(H,11,12)/t5-/m0/s1",KZNQNBZMBZJQJO-YFKPBYRVSA-N,C7H12N2O3,[M],mxp1930
HP,Annotation__20220908__Phe-Leu__PjMPEAvD,Phe-Leu,Phe-Leu,279.1703194,[M+H]+,,,,76808,CC(C)C[C@@H](C(=O)O)NC(=O)[C@H](CC1=CC=CC=C1)N,"InChI=1S/C15H22N2O3/c1-10(2)8-13(15(19)20)17-14(18)12(16)9-11-6-4-3-5-7-11/h3-7,10,12-13H,8-9,16H2,1-2H3,(H,17,18)(H,19,20)/t12-,13-/m0/s1",RFCVXVPWSPOMFJ-STQMWFEESA-N,C15H22N2O3,[M],mxp1912
HP,Annotation__20220908__Phe-Trp__N86HdYKX,Phe-Trp,Phe-Trp,352.1655684,[M+H]+,HMDB0029006,1,,134906,C1=CC=C(C=C1)C[C@@H](C(=O)N[C@@H](CC2=CNC3=CC=CC=C32)C(=O)O)N,"InChI=1S/C20H21N3O3/c21-16(10-13-6-2-1-3-7-13)19(24)23-18(20(25)26)11-14-12-22-17-9-5-4-8-15(14)17/h1-9,12,16,18,22H,10-11,21H2,(H,23,24)(H,25,26)/t16-,18-/m0/s1",JMCOUWKXLXDERB-WMZOPIPTSA-N,C20H21N3O3,[M],mxp1920
